	PhraseId	SentenceId	Phrase	Sentiment
7523	7524	305	Buy popcorn .	2
7527	7528	306	A late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques .	2
7554	7555	307	A well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .	1
7583	7584	308	-LRB- Allen 's -RRB- been making piffle for a long while , and Hollywood Ending may be his way of saying that piffle is all that the airhead movie business deserves from him right now .	2
7623	7624	309	Seeing as the film lacks momentum and its position remains mostly undeterminable , the director 's experiment is a successful one .	3
7647	7648	310	Judith and Zaza 's extended bedroom sequence ... is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics .	4
7689	7690	311	Uneven performances and a spotty script add up to a biting satire that has no teeth .	1
7707	7708	312	... irritating soul-searching garbage .	0
7714	7715	313	A solid , spooky entertainment worthy of the price of a ticket .	3
7728	7729	314	Ultimately , clarity matters , both in breaking codes and making movies .	2
7744	7745	315	In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life ; despite the title ... amounts to surprisingly little .	0
7773	7774	316	Proves mainly that South Korean filmmakers can make undemanding action movies with all the alacrity of their Hollywood counterparts .	2
7798	7799	317	Except it 's much , much better .	4
7805	7806	318	It is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film .	4
7839	7840	319	There is more than one joke about putting the toilet seat down .	2
7854	7855	320	has -RRB-	2
7882	7883	321	So original in its base concept that you can not help but get caught up .	4
7900	7901	322	It appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept .	0
7927	7928	323	If you ignore the cliches and concentrate on City by the Sea 's interpersonal drama , it ai n't half-bad .	2
7952	7953	324	A dreadful day in Irish history is given passionate , if somewhat flawed , treatment .	3
7972	7973	325	See it .	4
7973	7974	326	Nothing but an episode of Smackdown !	1
7980	7981	327	A guilty pleasure at best , and not worth seeing unless you want to laugh at it .	2
7998	7999	328	Perhaps a better celebration of these unfairly dismissed heroes would be a film that is n't this painfully forced , false and fabricated .	1
8027	8028	329	A relative letdown .	0
8032	8033	330	` Hey Arnold ! '	2
8038	8039	331	But though he only scratches the surface , at least he provides a strong itch to explore more .	3
8059	8060	332	The band performances featured in Drumline are red hot ... -LRB- but -RRB- from a mere story point of view , the film 's ice cold .	2
8089	8090	333	A non-mystery mystery .	1
8093	8094	334	Leigh is one of the rare directors who feels acting is the heart and soul of cinema .	4
8113	8114	335	The cast delivers without sham the raw-nerved story .	3
8124	8125	336	This is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .	1
8159	8160	337	The filmmaker 's heart is in the right place ...	2
8168	8169	338	One of the most highly-praised disappointments I 've had the misfortune to watch in quite some time .	0
8190	8191	339	Rock 's stand-up magic wanes .	1
8197	8198	340	Roman Polanski directs The Pianist like a surgeon mends a broken heart ; very meticulously but without any passion .	1
8220	8221	341	Sadly , ` Garth ' has n't progressed as nicely as ` Wayne . '	1
8238	8239	342	With wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters ' striving solipsism .	2
8274	8275	343	It labours as storytelling .	1
8279	8280	344	Remember back when thrillers actually thrilled ?	1
8286	8287	345	The otherwise good-naturedness of Mr. Deeds , with its embrace of sheer goofiness and cameos of less - than-likely New York celebrities ... certainly raises the film above anything Sandler 's been attached to before .	3
8332	8333	346	Fails so fundamentally on every conventional level that it achieves some kind of goofy grandeur .	1
8352	8353	347	... a ho-hum affair , always watchable yet hardly memorable .	2
8366	8367	348	I just saw this movie ... well , it 's probably not accurate to call it a movie .	1
8382	8383	349	Though uniformly well acted , especially by young Ballesta and Galan -LRB- a first-time actor -RRB- , writer\/director Achero Manas 's film is schematic and obvious .	2
8418	8419	350	When you resurrect a dead man , Hard Copy should come a-knocking , no ?	2
8436	8437	351	If the idea of the white man arriving on foreign shores to show wary natives the true light is abhorrent to you , the simplistic Heaven will quite likely be more like hell .	2
8478	8479	352	It 's hard to believe that a relationship like Holly and Marina 's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more crassly reductive .	2
8521	8522	353	For a movie audience , The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .	2
8554	8555	354	Purports to be a Hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging .	1
8580	8581	355	Too clever by about nine-tenths .	3
8586	8587	356	This is no `` Waterboy ! ''	1
8593	8594	357	They 're going through the motions , but the zip is gone .	2
8608	8609	358	The script 's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off .	2
8644	8645	359	Not as good as the original , but what is ...	2
8651	8652	360	Those moviegoers who would automatically bypass a hip-hop documentary should give `` Scratch '' a second look .	4
8672	8673	361	Bigelow offers some flashy twists and turns that occasionally fortify this turgid fable .	3
8692	8693	362	An unsophisticated sci-fi drama that takes itself all too seriously .	1
8704	8705	363	Stupid , infantile , redundant , sloppy , over-the-top , and amateurish .	0
8721	8722	364	Resident Evil is what comes from taking John Carpenter 's Ghosts of Mars and eliminating the beheadings .	2
8744	8745	365	The movie resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates .	0
8775	8776	366	With or without the sex , a wonderful tale of love and destiny , told well by a master storyteller	4
8797	8798	367	Though it goes further than both , anyone who has seen The Hunger or Cat People will find little new here , but a tasty performance from Vincent Gallo lifts this tale of cannibal lust above the ordinary .	3
8843	8844	368	A terrific date movie , whatever your orientation .	3
8852	8853	369	Once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny .	0
8879	8880	370	How do you make a movie with depth about a man who lacked any ?	1
8893	8894	371	Translation : ` We do n't need to try very hard . '	1
8905	8906	372	`` Frailty '' offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies .	4
8938	8939	373	Less front-loaded and more shapely than the two-hour version released here in 1990 .	2
8955	8956	374	An ambitious movie that , like Shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off .	4
8990	8991	375	Some movies suck you in despite their flaws , and Heaven is one such beast .	4
9008	9009	376	Very well written and directed with brutal honesty and respect for its audience .	4
